timestamp,src_ip,dst_ip,src_port,dst_port,seq,ack,payload_len,inter_arrival_time,jitter,retransmission_rate,duplicate_ack_count,rtt_estimate,retransmission,lost_segment,duplicate_ack,packet_lost
1771738538.450363,10.0.0.1,10.0.0.2,57098,5001,587949,29,2896,0.03770780563354492,0.020340516423916065,0.0,0.0,0.014236927032470703,0,0,0,0
1771738538.617209,10.0.0.1,10.0.0.2,57098,5001,590845,29,1448,0.16684603691101074,0.068355748715309,0.0,0.0,0.014236927032470703,0,0,0,0
1771738538.701404,10.0.0.1,10.0.0.2,57098,5001,592293,29,2896,0.08419513702392578,0.06964689218219047,0.0,0.0,0.014236927032470703,0,0,0,0
1771738538.702545,10.0.0.1,10.0.0.2,57098,5001,595189,29,2896,0.0011408329010009766,0.0696475272051363,0.0,0.0,0.014236927032470703,0,0,0,0
1771738538.704967,10.0.0.1,10.0.0.2,57098,5001,598085,29,2896,0.0024220943450927734,0.06940140057069707,0.0,0.0,0.014236927032470703,0,0,0,0
1771738538.707389,10.0.0.1,10.0.0.2,57098,5001,600981,29,1448,0.0024220943450927734,0.0737003437505633,0.0,0.0,0.014236927032470703,0,0,0,0
1771738538.7452,10.0.0.1,10.0.0.2,57098,5001,602429,29,2896,0.0378108024597168,0.036246293739833395,0.0,0.0,0.014236927032470703,0,0,0,0
1771738538.746488,10.0.0.1,10.0.0.2,57098,5001,605325,29,2896,0.0012881755828857422,0.016107741586949005,0.0,0.0,0.014236927032470703,0,0,0,0
1771738538.785757,10.0.0.1,10.0.0.2,57098,5001,596637,29,1448,0.03926897048950195,0.020001558364916808,0.0,0.0,0.014236927032470703,0,0,0,0
1771738538.788071,10.0.0.1,10.0.0.2,57098,5001,608221,29,2896,0.002313852310180664,0.02002084661518337,0.0,0.0,0.014236927032470703,0,0,0,0
1771738538.827178,10.0.0.1,10.0.0.2,57098,5001,595189,29,1448,0.03910708427429199,0.020237408281096957,0.1,0.0,0.014236927032470703,1,0,0,1
1771738538.827181,10.0.0.1,10.0.0.2,57098,5001,611117,29,1448,3.0994415283203125e-06,0.020822143012588567,0.1,0.0,0.014236927032470703,0,0,0,0
1771738538.86735,10.0.0.1,10.0.0.2,57098,5001,609669,29,1448,0.04016900062561035,0.021028514350096155,0.1,0.0,0.014236927032470703,0,0,0,0
