timestamp,src_ip,dst_ip,src_port,dst_port,seq,ack,payload_len,inter_arrival_time,jitter,retransmission_rate,duplicate_ack_count,rtt_estimate,retransmission,lost_segment,duplicate_ack,packet_lost
1771738656.385889,10.0.0.1,10.0.0.2,40154,5001,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1771738656.426407,10.0.0.1,10.0.0.2,40154,5001,1,1,0,0.04051804542541504,0.028650584680735544,0.0,0.0,0.0,0,0,0,0
1771738659.458581,10.0.0.1,10.0.0.2,40154,5001,1,1,60,3.0321738719940186,1.7390478566661205,0.0,0.0,0.0,0,0,0,0
1771738659.458584,10.0.0.1,10.0.0.2,40154,5001,61,1,2896,3.0994415283203125e-06,1.5094542540663887,0.0,0.0,0.0,0,0,0,0
1771738659.459845,10.0.0.1,10.0.0.2,40154,5001,2957,1,2896,0.001260995864868164,1.3514696240106374,0.0,0.0,0.0,0,0,0,0
1771738659.462269,10.0.0.1,10.0.0.2,40154,5001,8749,1,2896,0.002424001693725586,1.351194357715487,0.0,0.0,0.0,0,1,0,1
1771738659.464719,10.0.0.1,10.0.0.2,40154,5001,11645,1,1448,0.0024499893188476562,1.355343494021876,0.0,0.0,0.0,0,0,0,0
1771738659.499522,10.0.0.1,10.0.0.2,40154,5001,13093,1,2896,0.034802913665771484,0.014912059345774008,0.0,0.0,0.010262012481689453,0,0,0,0
1771738659.500774,10.0.0.1,10.0.0.2,40154,5001,15989,1,2896,0.0012519359588623047,0.014750271394976495,0.0,0.0,0.011513948440551758,0,0,0,0
1771738659.503368,10.0.0.1,10.0.0.2,40154,5001,18885,1,2896,0.002593994140625,0.014599398543492329,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.505521,10.0.0.1,10.0.0.2,40154,5001,21781,29,0,0.002153158187866211,0.014628999768603695,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.505761,10.0.0.1,10.0.0.2,40154,5001,21781,29,2896,0.00023984909057617188,0.014894175532926447,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.508142,10.0.0.1,10.0.0.2,40154,5001,27573,29,2896,0.0023810863494873047,0.0009744713189077252,0.0,0.0,0.014107942581176758,0,1,0,1
1771738659.517691,10.0.0.1,10.0.0.2,40154,5001,5853,29,1448,0.00954890251159668,0.0035719960358628327,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.540011,10.0.0.1,10.0.0.2,40154,5001,7301,29,1448,0.022320032119750977,0.009099261769117663,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.540013,10.0.0.1,10.0.0.2,40154,5001,30469,29,1448,2.1457672119140625e-06,0.009449241319726702,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.542333,10.0.0.1,10.0.0.2,40154,5001,31917,29,1448,0.002319812774658203,0.009122972978660406,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.581482,10.0.0.1,10.0.0.2,40154,5001,24677,29,2896,0.03914904594421387,0.01621454110750626,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.582661,10.0.0.1,10.0.0.2,40154,5001,33365,29,1448,0.0011789798736572266,0.017272684746118445,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.583989,10.0.0.1,10.0.0.2,40154,5001,34813,29,2896,0.0013279914855957031,0.016988013548475588,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.586424,10.0.0.1,10.0.0.2,40154,5001,37709,29,2896,0.0024352073669433594,0.016705659521203876,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.62287,10.0.0.1,10.0.0.2,40154,5001,30469,29,1448,0.03644585609436035,0.019829194001636758,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.622873,10.0.0.1,10.0.0.2,40154,5001,43501,29,1448,3.0994415283203125e-06,0.015769741808320796,0.0,0.0,0.014107942581176758,0,1,0,1
1771738659.625373,10.0.0.1,10.0.0.2,40154,5001,44949,29,2896,0.002499818801879883,0.015631544994358555,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.626535,10.0.0.1,10.0.0.2,40154,5001,47845,29,1448,0.0011620521545410156,0.015650855653909588,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.666981,10.0.0.1,10.0.0.2,40154,5001,40605,29,2896,0.04044604301452637,0.020456664231328244,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.668134,10.0.0.1,10.0.0.2,40154,5001,49293,29,2896,0.0011529922485351562,0.01757160503354668,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.670562,10.0.0.1,10.0.0.2,40154,5001,52189,29,1448,0.0024280548095703125,0.01729059929023205,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.671773,10.0.0.1,10.0.0.2,40154,5001,53637,29,1448,0.001210927963256836,0.017430796351731892,0.0,0.0,0.014107942581176758,0,0,0,0
1771738659.708306,10.0.0.1,10.0.0.2,40154,5001,5853,29,1448,0.03653311729431152,0.020260420330965662,0.1,0.0,0.014107942581176758,1,0,0,1
1771738659.709755,10.0.0.1,10.0.0.2,40154,5001,56533,29,2896,0.0014488697052001953,0.015648775551817984,0.1,0.0,0.014107942581176758,0,1,0,1
1771738659.711954,10.0.0.1,10.0.0.2,40154,5001,59429,29,1448,0.0021991729736328125,0.01553162144678275,0.1,0.0,0.014107942581176758,0,0,0,0
1771738659.748485,10.0.0.1,10.0.0.2,40154,5001,63773,29,2896,0.03653097152709961,0.019125779934718593,0.1,0.0,0.014107942581176758,0,1,0,1
1771738659.749914,10.0.0.1,10.0.0.2,40154,5001,69565,29,2896,0.001428842544555664,0.019085042253205252,0.1,0.0,0.014107942581176758,0,1,0,1
1771738659.75219,10.0.0.1,10.0.0.2,40154,5001,55085,29,1448,0.002276182174682617,0.01552021494483703,0.2,0.0,0.014107942581176758,1,0,0,1
1771738659.788841,10.0.0.1,10.0.0.2,40154,5001,60877,29,2896,0.036650896072387695,0.01896666732068285,0.2,0.0,0.014107942581176758,0,0,0,0
1771738659.791257,10.0.0.1,10.0.0.2,40154,5001,66669,29,2896,0.002415895462036133,0.018927973880309364,0.3,0.0,0.014107942581176758,1,0,0,1
1771738659.792764,10.0.0.1,10.0.0.2,40154,5001,72461,29,2896,0.0015070438385009766,0.01554425151800442,0.3,0.0,0.014107942581176758,0,0,0,0
1771738659.82941,10.0.0.1,10.0.0.2,40154,5001,75357,29,2896,0.036646127700805664,0.01894457820728313,0.3,0.0,0.014107942581176758,0,0,0,0
1771738659.870056,10.0.0.1,10.0.0.2,40154,5001,85493,29,2896,0.04064583778381348,0.019798669886993164,0.2,0.0,0.014107942581176758,0,1,0,1
1771738659.910288,10.0.0.1,10.0.0.2,40154,5001,78253,29,1448,0.040232181549072266,0.02044431469264987,0.2,0.0,0.014107942581176758,0,0,0,0
1771738665.177212,10.0.0.1,10.0.0.2,40154,5001,78253,29,1448,5.266923904418945,2.3421891938771267,0.3,0.0,0.014107942581176758,1,0,0,1
1771738665.217398,10.0.0.1,10.0.0.2,40154,5001,88389,29,1448,0.04018592834472656,2.3378080124370246,0.3,0.0,0.014107942581176758,0,0,0,0
1771738665.217403,10.0.0.1,10.0.0.2,40154,5001,89837,29,1448,5.0067901611328125e-06,2.3419692369286254,0.3,0.0,0.014107942581176758,0,0,0,0
1771738665.257511,10.0.0.1,10.0.0.2,40154,5001,79701,29,1448,0.04010796546936035,2.342028786899273,0.2,0.0,0.014107942581176758,0,0,0,0
1771738667.033215,10.0.0.1,10.0.0.2,40154,5001,79701,29,1448,1.7757041454315186,2.2775874580625692,0.3,0.0,0.014107942581176758,1,0,0,1
1771738670.553211,10.0.0.1,10.0.0.2,40154,5001,79701,29,1448,3.519995927810669,1.5625657672801228,0.3,0.0,0.014107942581176758,1,0,0,1
